track_id_clean,plays,skip_1,skip_2,skip_3,not_skipped,not_skipped_pct,duration,release_year,us_popularity_estimate,acousticness,beat_strength,bounciness,danceability,dyn_range_mean,energy,flatness,instrumentalness,key,liveness,loudness,mechanism,mode,organism,speechiness,tempo,time_signature,valence,acoustic_vector_0,acoustic_vector_1,acoustic_vector_2,acoustic_vector_3,acoustic_vector_4,acoustic_vector_5,acoustic_vector_6,acoustic_vector_7
t_0e3dec82-10b4-49f1-8c2e-cd19249f7d2c,600,239,281,343,248,0.41333333333333333,205.14666748046875,2018,99.99985685485969,0.045617688447237015,0.8109947443008423,0.8336291313171387,0.7549477219581604,12.246438026428223,0.574916422367096,1.0101510286331177,0.0012368520256131887,4,0.276028037071228,-8.392999649047852,0.7674418687820435,minor,0.16757723689079285,0.06777407228946686,85.98699951171875,4,0.4903334975242615,-0.8417255878448486,0.26591822504997253,0.23315075039863586,0.15662603080272675,-0.34544265270233154,-0.01210541371256113,-0.41176819801330566,0.19540029764175415
t_0ecb0e5a-7ef9-41d0-b4a5-04227f26df91,50,27,30,37,13,0.26,250.17332458496094,2017,99.99975874414554,0.5697954297065735,0.4353088140487671,0.4224693179130554,0.6198418736457825,6.789517879486084,0.5736085176467896,1.0195550918579102,5.31637454059819e-7,5,0.19026736915111542,-7.788000106811523,0.554347813129425,minor,0.5115039944648743,0.047856129705905914,100.02100372314453,4,0.35165688395500183,-0.645866870880127,0.4235144853591919,0.3058476746082306,-0.12967447936534882,-0.2848939299583435,0.10440246015787125,-0.36665937304496765,0.12142976373434067
t_0ef6d2c8-faf9-4ebe-ac75-2bade8696a3d,536,287,321,376,154,0.2873134328358209,198.97332763671875,2018,99.9999388818502,0.03320934250950813,0.7803839445114136,0.743598997592926,0.753726065158844,9.779729843139648,0.4494621753692627,1.0186585187911987,8.286230877274647e-5,7,0.5518212914466858,-9.211000442504883,0.6837209463119507,major,0.22487252950668335,0.10934923589229584,77.16899871826172,4,0.3567425310611725,-0.8291733860969543,0.24767141044139862,0.19653180241584778,0.1451917290687561,-0.2940073311328888,-0.046764470636844635,-0.510482668876648,0.17327234148979187
t_0f123593-5cb5-42ec-b4db-fb291a2e5eb9,167,70,82,111,54,0.32335329341317365,332.3009033203125,2018,99.99980217019935,0.016763882711529732,0.5549758672714233,0.6473959684371948,0.7130597233772278,10.083043098449707,0.8314583897590637,1.015734314918518,7.566925752655607e-9,1,0.11775822192430496,-4.75,0.8489893078804016,minor,0.1074366346001625,0.14953400194644928,173.947998046875,4,0.5836913585662842,-0.8886441588401794,0.38682764768600464,0.287283718585968,0.07624363899230957,-0.29545721411705017,0.08603256940841675,-0.379451185464859,0.23914365470409393
t_0f273775-fa77-4431-a5f1-4838edce6f0d,53,23,27,30,22,0.41509433962264153,249.60853576660156,2018,99.99869400164121,0.15955084562301636,0.7202091813087463,0.7688964605331421,0.7685924768447876,11.419766426086426,0.8378742933273315,1.0112171173095703,1.74552937437511e-7,2,0.09352663159370422,-5.23799991607666,0.6988304257392883,major,0.24099750816822052,0.06333888322114944,93.996002197265625,4,0.60240936279296875,-0.661324143409729,0.40191447734832764,0.4381246566772461,0.34529197216033936,0.2091224491596222,0.006289301440119743,0.48432400822639465,0.18069002032279968
t_1068d23a-869d-4d5d-9555-f6fd1744541e,122,39,54,76,45,0.36885245901639346,200.1857147216797,2018,99.99989867254114,0.9344266057014465,0.22590607404708862,0.2082875370979309,0.351278692483902,4.886229515075684,0.2955669164657593,1.0351035594940186,3.060890207962075e-7,4,0.09497853368520737,-10.109000205993652,0.24233128130435944,minor,0.850651204586029,0.03331150859594345,115.28399658203125,4,0.11958716064691544,-0.025093888863921165,0.10459069907665253,0.11629041284322739,-0.1279440075159073,-0.06676194071769714,0.1387406885623932,-0.025682514533400536,-0.2212124466896057
t_110d6d7f-6c3a-40ec-b332-735e40af56ff,73,31,38,45,27,0.3698630136986301,176.13333129882812,2018,99.99918294683958,0.3149923086166382,0.6097634434700012,0.704498291015625,0.7537760138511658,10.961294174194336,0.80541229248046875,1.021257996559143,4.119726781937061e-9,6,0.2025611847639084,-4.249000072479248,0.6666666865348816,major,0.32429251074790955,0.07515804469585419,93.983001708984375,4,0.5547589659690857,-0.6643739938735962,0.39767563343048096,0.42128169536590576,0.345974862575531,0.18357354402542114,-0.022523706778883934,0.4738142490386963,0.2226303219795227
t_115cd56b-81ee-4253-b4a8-8dcb3ea1cecb,50,27,40,42,8,0.16,174.23228454589844,2018,99.980324780883,0.06016046181321144,0.8008278012275696,0.783437192440033,0.8366379737854004,10.613996505737305,0.8520541191101074,0.9885982275009155,6.711590394559153e-9,5,0.10596732050180435,-3.453000068664551,0.7008196711540222,major,0.2157871127128601,0.18032924830913544,97.49700164794922,4,0.4616136848926544,-0.4900401830673218,0.35349240899086,0.2851552963256836,-0.07900463044643402,-0.4380289614200592,0.0854129046201706,-0.1253008097410202,0.09440251439809799
t_11879105-2642-432e-983d-2aebc25a2a77,88,23,32,47,37,0.42045454545454547,217.65660095214844,2018,99.99245673361736,0.006927266251295805,0.8425931930541992,0.8898063898086548,0.9246196150779724,14.894286155700684,0.64472895860672,1.0583775043487549,4.740724435237098e-8,5,0.08422916382551193,-5.706999778747559,0.9135255217552185,minor,0.06134258955717087,0.07156144082546234,145.03199768066406,4,0.5706542134284973,-0.8204272985458374,0.2793041169643402,0.19709257781505585,0.15271036326885223,-0.24771077930927277,-0.03949161246418953,-0.4384334087371826,0.16216036677360535
t_11e02ce1-64f0-412f-bafa-c748554ca4c9,88,44,45,52,34,0.38636363636363635,156,2017,99.9998520297426,0.13820157945156097,0.6439849734306335,0.6680607199668884,0.7177593111991882,9.610302925109863,0.7665178179740906,1.0170505046844482,5.124780244614158e-8,9,0.11380642652511597,-5.640999794006348,0.7861111164093018,major,0.18006683886051178,0.16607283055782318,160.08399963378906,4,0.5194836258888245,-0.9125184416770935,0.40729787945747375,0.28612133860588074,0.1717175841331482,-0.14905278384685516,-0.0375586673617363,-0.3051009178161621,0.16114869713783264
t_138fdb5b-092d-466c-8404-e350ed95476c,72,27,38,54,18,0.25,269.8133239746094,2018,99.9977900963732,0.0969589501619339,0.8240100145339966,0.8813759684562683,0.8941380977630615,14.92776870727539,0.5903999209403992,1.0372804403305054,9.062095159606542e-6,9,0.32860270142555237,-5.716000080108643,0.8287671208381653,major,0.13914333283901215,0.22095519304275513,147.00900268554688,4,0.5753581523895264,-0.7788242101669312,0.36174899339675903,0.26762428879737854,0.2091492861509323,-0.14162622392177582,-0.03741949424147606,-0.02058556117117405,0.178004190325737
t_13ceba8d-4d30-44c7-a80d-9f75adca2432,72,28,35,42,26,0.3611111111111111,218.3866729736328,2018,99.99647444778023,0.2124096155166626,0.5467284917831421,0.6298981308937073,0.6531450152397156,9.759559631347656,0.8592674136161804,1.0264002084732056,6.787921620343695e-7,0,0.11112257093191147,-3.0480000972747803,0.8125,major,0.2003423273563385,0.04486153647303581,174.03700256347656,4,0.7054417729377747,-0.6791492104530334,0.4315131902694702,0.42775759100914,0.3203946053981781,0.21588872373104095,-0.014527522958815098,0.4365366995334625,0.1767374873161316
t_14da37b3-1c9e-4b78-a377-d87f847c0fb0,52,28,35,39,13,0.25,262.3080749511719,2018,99.99913630404104,0.05110028013586998,0.8803942799568176,0.9189771413803101,0.9684958457946777,16.608936309814453,0.5887307524681091,1.0467349290847778,1.2139491900597932e-7,11,0.07313347607851028,-7.808000087738037,0.8829365372657776,major,0.09031915664672852,0.25469720363616943,129.9929962158203,4,0.2675357460975647,-0.8130778670310974,0.3237532079219818,0.23443710803985596,0.09025075286626816,-0.3247775435447693,0.007740930654108524,-0.40055277943611145,0.1757146269083023
t_15889aef-0c1e-4301-b9a4-0eae854cc712,59,14,21,31,26,0.4406779661016949,208.07986450195312,2016,99.99941455245985,0.831089973449707,0.6384835243225098,0.6659628748893738,0.7934696674346924,9.623247146606445,0.5567905902862549,1.0203144550323486,4.454368081496796e-6,9,0.10308028757572174,-5.618000030517578,0.5602241158485413,minor,0.6648734211921692,0.10037694871425629,120.11799621582031,4,0.4683264493942261,-0.76190584897995,0.13803762197494507,0.23304304480552673,0.37725454568862915,-0.19385844469070435,0.12668129801750183,0.0737752914428711,0.25267070531845093
t_15e57882-82ab-4461-9452-117a42a232cb,82,47,50,54,27,0.32926829268292684,177,2017,99.99981503717825,2.819464716594666e-4,0.7758550047874451,0.8530970215797424,0.9076104164123535,14.354135513305664,0.6211717128753662,1.0481518507003784,5.39476859557908e-5,1,0.09578945487737656,-6.638000011444092,0.8843187689781189,minor,0.0817992314696312,0.10225128382444382,150.01100158691406,4,0.42066290974617004,-0.8822043538093567,0.30704838037490845,0.1946190893650055,0.13960394263267517,-0.28739598393440247,-0.06481163203716278,-0.5328888893127441,0.09394873678684235
t_16cdba9e-4eea-48e4-9103-0d09a0aeac87,51,16,21,26,22,0.43137254901960786,179.5066680908203,2017,99.99978447810335,0.26282548904418945,0.6403883695602417,0.6025464534759521,0.6771509647369385,8.199573516845703,0.5558008551597595,1.0107027292251587,2.1693929852517613e-7,9,0.10545916110277176,-6.544000148773193,0.8415841460227966,major,0.2169940173625946,0.030558625236153603,80.009002685546875,4,0.5206414461135864,-0.16357408463954926,0.3827641010284424,0.2595418691635132,-0.4085892140865326,0.02461465261876583,0.1840054839849472,-0.4404464662075043,-0.3215896189212799
t_17910071-92f0-4d7d-a097-0eb75a383441,73,15,27,35,36,0.4931506849315068,201.7073516845703,2018,99.9999002809135,0.09555169194936752,0.5173449516296387,0.5579126477241516,0.7075937390327454,8.539067268371582,0.64839106798172,1.035075306892395,2.474892539794382e-7,6,0.13368232548236847,-5.625999927520752,0.7556109428405762,major,0.18554800748825073,0.04489308223128319,143.9550018310547,4,0.33828839659690857,-0.7231071591377258,0.3949403762817383,0.35534706711769104,-0.04364769533276558,-0.379954069852829,0.11339692026376724,-0.32736438512802124,0.16816149652004242
t_17c4f596-2336-427f-83d1-8af19ffa4c6f,51,28,31,36,14,0.27450980392156865,192.02667236328125,2018,99.9960015863055,0.011877233162522316,0.5747227668762207,0.5812584161758423,0.7252463102340698,8.456735610961914,0.723362922668457,1.016586422920227,2.557412615011856e-11,8,0.0860074833035469,-6.066999912261963,0.7868421077728271,minor,0.15095919370651245,0.15954788029193878,140.0030059814453,4,0.5088697075843811,-0.8078029751777649,0.3291971981525421,0.20687760412693024,0.09370249509811401,-0.3501158356666565,-0.0399836003780365,-0.41096407175064087,0.1313703954219818
t_18bdd06d-5cd9-4254-9748-dd613ec29a0d,57,16,20,29,26,0.45614035087719296,176.4433135986328,2018,99.99909287798725,0.09630407392978668,0.5286824107170105,0.49831289052963257,0.631490170955658,7.293088912963867,0.7089974880218506,1.044548511505127,6.476996022852788e-11,2,0.3762149512767792,-4.665999889373779,0.7109004855155945,major,0.21546810865402222,0.05046198144555092,84.503997802734375,4,0.20044225454330444,-0.8204958438873291,0.3272996246814728,0.17818105220794678,0.046653300523757935,-0.20913003385066986,0.0034956929739564657,-0.5606720447540283,0.16051052510738373
t_18e3a153-3ce7-4271-aa48-586cdacc86b8,78,34,36,42,33,0.4230769230769231,220.2933349609375,2016,99.9998343376466,0.2153739035129547,0.41099098324775696,0.3984898626804352,0.6298883557319641,6.583914279937744,0.8044914603233337,1.00410795211792,2.6790079488137053e-8,6,0.25297269225120544,-4.183000087738037,0.6090225577354431,major,0.31563371419906616,0.03634793311357498,123.14600372314453,4,0.49226808547973633,-0.807228147983551,0.3845701813697815,0.26157546043395996,-0.01039491593837738,-0.3029978573322296,0.04735603183507919,-0.4927348494529724,0.20506815612316132
t_1b6af2db-e07e-40ac-8bea-b66a99dddfb6,91,38,42,51,38,0.4175824175824176,211.42666625976562,2018,99.9995512641107,0.26892852783203125,0.6055462956428528,0.6891149878501892,0.8015758991241455,10.583202362060547,0.7426807880401611,1.004797101020813,1.3553116104958463e-6,7,0.12096022814512253,-4.820000171661377,0.8127853870391846,minor,0.23170225322246552,0.047388166189193726,146.02999877929688,4,0.8768007159233093,-0.736227810382843,0.4074094891548157,0.29728516936302185,0.09234338253736496,-0.2765783369541168,0.12432842701673508,0.036142975091934204,0.21295933425426483
t_1d32835e-cb56-42bb-ac0e-357a136e8d5c,67,24,29,37,29,0.43283582089552236,129.72000122070312,2017,99.99969119250629,0.7680999040603638,0.5867121815681458,0.7369868159294128,0.734603226184845,12.379457473754883,0.19670788943767548,1.000599980354309,2.760420902632177e-4,3,0.2955646216869354,-13.378000259399414,0.41605839133262634,minor,0.6822628378868103,0.5369866490364075,147.8990020751953,4,0.38271310925483704,-0.733216404914856,0.19331100583076477,0.18559953570365906,0.0803525373339653,-0.36517584323883057,-0.003937528468668461,-0.47867023944854736,0.2372238039970398
t_1d8eb515-169d-4eb6-baa3-0b519d499f8f,128,53,65,86,42,0.328125,240.68226623535156,2018,99.99777562102192,0.2667708694934845,0.7347226142883301,0.789192795753479,0.8752803802490234,11.911346435546875,0.6443936228752136,1.0098029375076294,1.1032720570458565e-10,1,0.12489306926727295,-6.553999900817871,0.8238866329193115,major,0.22603385150432587,0.22232896089553833,139.08599853515625,4,0.7882923483848572,-0.9227777123451233,0.37062379717826843,0.2985993027687073,0.06988344341516495,-0.3268635869026184,0.004901668056845665,-0.5885447859764099,0.15467111766338348
t_1dba18ad-1ddb-4e97-983b-4af57e18d84a,437,197,227,274,160,0.36613272311212813,203.41787719726562,2018,99.99972496832592,0.016890117898583412,0.38888999819755554,0.4786813259124756,0.5964096784591675,8.120210647583008,0.8538874387741089,0.9582323431968689,1.4444707652216948e-9,7,0.12409371137619019,-5.113999843597412,0.3166666626930237,minor,0.4833372235298157,0.46310484409332275,120.27400207519531,4,0.15183252096176147,-0.401475191116333,0.506004810333252,0.3502768278121948,-0.3135848939418793,-0.3214348256587982,0.17942485213279724,-0.180232971906662,0.023090437054634094
t_1e1d0f01-a6f4-479c-9e2b-161d6005e86a,120,49,62,93,27,0.225,282.7400817871094,2018,99.98847118690176,0.08727496862411499,0.7311990857124329,0.7201328873634338,0.7896918058395386,9.830562591552734,0.6161835193634033,1.025256633758545,2.443524863338098e-5,10,0.22026032209396362,-7.396999835968018,0.7538461685180664,minor,0.18467354774475098,0.09759381413459778,92.96700286865234,4,0.31183576583862305,-0.9095060229301453,0.37925195693969727,0.296244353055954,0.02499789372086525,-0.3268451690673828,0.023270785808563232,-0.6003495454788208,0.19361566007137299
t_1ed33d77-b10e-4566-96e5-0632097460c1,69,28,34,46,22,0.3188405797101449,223.71287536621094,2017,99.99970566785757,0.0659051239490509,0.7733348608016968,0.8152531385421753,0.9262226223945618,12.23410701751709,0.7029872536659241,1.0104327201843262,3.0993757560437984e-10,11,0.23109212517738342,-6.336999893188477,0.8279301524162292,minor,0.13029104471206665,0.10282772779464722,125.02200317382812,4,0.4853009581565857,-0.747314453125,0.3330433964729309,0.26988381147384644,0.04678397625684738,-0.43690693378448486,-0.004035783465951681,-0.3212309777736664,0.1428879350423813
t_1f6009ef-3bfa-4b6c-b3e8-9763e3a08815,68,31,43,51,17,0.25,236.6149139404297,2017,99.99885966399461,0.014283489435911179,0.6832466125488281,0.7981581687927246,0.9240682125091553,13.391081809997559,0.44356250762939453,1.0355907678604126,1.0245756243421056e-8,1,0.26048657298088074,-8.22700023651123,0.7763440608978271,major,0.15847079455852509,0.2427077293395996,136.08799743652344,4,0.3140889108181,-0.8415861129760742,0.29651814699172974,0.24545998871326447,0.1140899732708931,-0.32723063230514526,-0.018271226435899734,-0.4961671233177185,0.1654214859008789
t_204562f8-e089-4305-be51-19913efdfbc6,214,110,136,173,40,0.18691588785046728,309.55999755859375,2018,99.99659990082455,0.4059670567512512,0.4447915852069855,0.5715150833129883,0.5575197339057922,9.412025451660156,0.41530582308769226,1.0111664533615112,1.178770414611563e-8,10,0.3599091172218323,-7.355000019073486,0.21678321063518524,minor,0.6237939596176147,0.3579832911491394,127.09600067138672,4,0.31660810112953186,-0.595829427242279,0.15243825316429138,0.23000936210155487,0.0827488824725151,-0.3962879478931427,-0.018834242597222328,-0.41965240240097046,0.11682987213134766
t_225fcc46-18b4-4473-b8bd-c3ba3968a89f,70,25,36,45,4,0.05714285714285714,196.74667358398438,2018,99.99809086200507,0.031199585646390915,0.3264433741569519,0.29683971405029297,0.4894960820674896,5.540852069854736,0.5809201598167419,1.0083835124969482,6.66842192575956e-10,11,0.13161836564540863,-5.730999946594238,0.48706895112991333,major,0.36336734890937805,0.028140299022197723,86.01599884033203,4,0.49399593472480774,-0.013487453572452068,0.4515301585197449,0.23593811690807343,-0.5431143641471863,-0.04440315067768097,0.2124498039484024,-0.30342915654182434,-0.36421218514442444
t_2271c939-e160-45c7-8fe4-4e920ef82507,55,22,25,32,22,0.4,212.1199951171875,2017,99.99973140181537,0.298219233751297,0.47992873191833496,0.5353183746337891,0.656216025352478,8.433951377868652,0.7206109762191772,0.979936420917511,2.938060017498856e-9,5,0.17343884706497192,-5.664999961853027,0.6334106922149658,minor,0.3341574966907501,0.12234403938055038,148.0659942626953,4,0.46751660108566284,-0.6403630375862122,0.4412161707878113,0.24269336462020874,-0.20696493983268738,-0.2867521345615387,0.11431009322404861,-0.4653472900390625,0.16279573738574982
t_22e40bd8-c321-43c4-9108-9693926a5c7d,91,48,53,67,22,0.24175824175824176,191.67999267578125,2018,99.99973301018774,0.3390866219997406,0.5577889084815979,0.6434926986694336,0.6894404888153076,9.962018013000488,0.5841907262802124,1.0186630487442017,2.9342986707092678e-8,1,0.2970983386039734,-5.76800012588501,0.5568181872367859,minor,0.39458197355270386,0.11942010372877121,156.57200622558594,4,0.6760389804840088,-0.676891028881073,0.44463911652565,0.3678358197212219,-0.12775397300720215,-0.4064616560935974,0.10340986400842667,-0.4013720750808716,0.06864749640226364
t_235e251a-d6c7-499e-a6cd-459914b14fba,93,39,45,60,33,0.3548387096774194,224.28480529785156,2017,99.9994997961951,0.0011077389353886247,0.7479086518287659,0.816379189491272,0.9082749485969543,12.83422565460205,0.5243285894393921,1.0530375242233276,6.775316433049738e-4,1,0.38307705521583557,-7.954999923706055,0.8039215803146362,major,0.13865059614181519,0.18149355053901672,138.01499938964844,4,0.10895814746618271,-0.7411823868751526,0.32951873540878296,0.21205352246761322,0.06359896063804626,-0.31672203540802,-0.015531032346189022,-0.3850904703140259,0.14093849062919617
t_23fe3687-b34f-40e7-a692-54bf464f5b56,59,27,34,44,14,0.23728813559322035,151.91488647460938,2018,99.99868917652412,0.03213752061128616,0.5335161089897156,0.5710763335227966,0.59858638048172,8.649469375610352,0.8567672967910767,1.0005353689193726,1.809833949373285e-10,7,0.4001602232456207,-5.699999809265137,0.706632673740387,major,0.208683043718338,0.29858332872390747,187.98500061035156,4,0.46859145164489746,-1.0016412734985352,0.3758772611618042,0.27555930614471436,0.12426869571208954,-0.3245120942592621,-0.029567064717411995,-0.6071529388427734,0.13915041089057922
t_240332e8-8fc7-44bf-ae9e-e17b13dbf542,67,26,29,36,30,0.44776119402985076,213.39999389648438,2017,99.99969601762339,0.26442909240722656,0.6098594665527344,0.6586686968803406,0.8004899621009827,9.769683837890625,0.5850741863250732,1.0115877389907837,3.5263539643892727e-7,10,0.1530216485261917,-7.3429999351501465,0.6415584683418274,major,0.314962774515152,0.09236639738082886,126.05799865722656,4,0.77938079833984375,-0.688332200050354,0.3504312038421631,0.28877338767051697,-0.07290827482938766,-0.33875593543052673,0.08281701803207397,-0.42116010189056396,0.20476070046424866
t_244d8a7e-a290-424d-9b2e-05b06426914d,142,65,76,97,45,0.31690140845070425,217.4054412841797,2018,99.99952231340818,0.0372169129550457,0.69517582654953,0.6590869426727295,0.7056509852409363,8.804462432861328,0.5594676733016968,1.0411014556884766,1.5104090200779297e-10,4,0.3785291016101837,-5.216000080108643,0.623481810092926,minor,0.2675360441207886,0.041592638939619064,78.53399658203125,4,0.2517803907394409,-0.9308192729949951,0.33326292037963867,0.25198379158973694,0.13272593915462494,-0.30168047547340393,-0.042672112584114075,-0.5662029981613159,0.13358281552791595
t_262ad683-c6ca-410c-8518-01d0c75b8f61,114,53,66,83,31,0.2719298245614035,213.0800018310547,2018,99.99963650784595,0.015157351270318031,0.708023190498352,0.7802504301071167,0.817261278629303,12.041393280029297,0.6462265253067017,1.0212678909301758,2.899972362940817e-12,4,0.12520408630371094,-5.119999885559082,0.8357289433479309,minor,0.11665059626102448,0.24877187609672546,162.8979949951172,4,0.8349189162254333,-0.8791399002075195,0.29933372139930725,0.22844406962394714,0.15979336202144623,-0.26239654421806335,-0.03242998570203781,-0.4678482711315155,0.1706063598394394
t_2650d849-756e-4e78-99e7-ff379ad9432d,63,23,27,32,30,0.47619047619047616,122.285400390625,2018,99.99941616083221,0.12759019434452057,0.4791807532310486,0.5108116865158081,0.6195671558380127,7.988702297210693,0.45097777247428894,1.0433812141418457,4.358141936222637e-8,6,0.3734271824359894,-7.623000144958496,0.6753731369972229,major,0.24663926661014557,0.1696127951145172,156.906005859375,4,0.29430174827575684,-0.8218151330947876,0.33357006311416626,0.2083069086074829,0.051263272762298584,-0.29293137788772583,0.015065367333590984,-0.5214542150497437,0.2061576098203659
t_27b1544e-4b42-47fd-99e1-f86a03605109,64,25,32,37,24,0.375,228.14666748046875,2018,99.99895777470876,0.2599239945411682,0.4800861179828644,0.4877961575984955,0.600177526473999,7.561844348907471,0.7670839428901672,1.0205607414245605,1.121974158024841e-8,5,0.09792625904083252,-4.23199987411499,0.7777777910232544,minor,0.24180901050567627,0.0867956280708313,164.07899475097656,4,0.29091113805770874,-0.7497193813323975,0.3611077666282654,0.2545377314090729,-0.013545739464461803,-0.283223032951355,0.05991645157337189,-0.4330548048019409,0.20344588160514832
